,Holder,Shares,Date Reported,% Out,Value,Ticker,%Shares
1,"FMR, LLC",182040700,2021-06-29,0.0731,36412691017,NVDA,22.0
2,Blackrock Inc.,172398256,2021-06-29,0.0692,34483961156,NVDA,21.0
3,State Street Corporation,97607416,2021-06-29,0.0392,19523923385,NVDA,11.0
4,"Geode Capital Management, LLC",39401940,2021-06-29,0.0158,7881373048,NVDA,4.0
5,Jennison Associates LLC,29809276,2021-06-29,0.012,5962600431,NVDA,3.0
6,Northern Trust Corporation,27911040,2021-06-29,0.011200000000000002,5582905776,NVDA,3.0
7,Price (T.Rowe) Associates Inc,26696288,2021-06-29,0.010700000000000001,5339925007,NVDA,3.0
8,Bank of America Corporation,25524672,2021-06-29,0.0102,5105572516,NVDA,3.0
9,Bank Of New York Mellon Corporation,24796580,2021-06-29,0.01,4959935914,NVDA,3.0
0,"FMR, LLC",22951494,2021-06-29,0.0866,4721581345,NXPI,20.0
1,Blackrock Inc.,22687604,2021-06-29,0.08560000000000001,4667293894,NXPI,20.0
2,JP Morgan Chase & Company,12308805,2021-06-29,0.0464,2532167364,NXPI,10.0
3,"Vanguard Group, Inc. (The)",10851850,2021-06-29,0.0409,2232442582,NXPI,9.0
4,State Street Corporation,10829566,2021-06-29,0.0408,2227858317,NXPI,9.0
5,Price (T.Rowe) Associates Inc,10503085,2021-06-29,0.039599999999999996,2160694646,NXPI,9.0
6,Massachusetts Financial Services Co.,7880615,2021-06-29,0.0297,1621200117,NXPI,6.0
7,Pictet Asset Management Ltd,5487473,2021-06-29,0.0207,1128882945,NXPI,4.0
8,"Franklin Resources, Inc.",5175494,2021-06-29,0.0195,1064702625,NXPI,4.0
9,"AllianceBernstein, L.P.",4550717,2021-06-29,0.0172,936173501,NXPI,4.0
0,"Vanguard Group, Inc. (The)",12586798,2021-06-29,0.08650000000000001,3079737734,OKTA,19.0
1,Price (T.Rowe) Associates Inc,11239019,2021-06-29,0.07719999999999999,2749963168,OKTA,17.0
2,Morgan Stanley,10402399,2021-06-29,0.07150000000000001,2545258987,OKTA,16.0
3,Blackrock Inc.,10369137,2021-06-29,0.0713,2537120441,OKTA,16.0
4,"FMR, LLC",5363438,2021-06-29,0.0369,1312326009,OKTA,8.0
5,Deer VIII & Co. Ltd.,3543920,2021-06-29,0.024399999999999998,867126345,OKTA,5.0
6,State Street Corporation,2665782,2021-06-29,0.0183,652263539,OKTA,4.0
7,First Trust Advisors LP,2431047,2021-06-29,0.0167,594828579,OKTA,3.0
8,Capital International Investors,2420646,2021-06-29,0.0166,592283663,OKTA,3.0
9,"Sands Capital Management, LLC",1940214,2021-06-29,0.013300000000000001,474731561,OKTA,3.0
0,"Vanguard Group, Inc. (The)",5532539,2020-12-30,0.0791,2503861175,ORLY,21.0
1,Blackrock Inc.,5297143,2020-12-30,0.0758,2397328007,ORLY,20.0
2,JP Morgan Chase & Company,3290534,2020-12-30,0.0471,1489196972,ORLY,12.0
3,State Street Corporation,3023351,2020-12-30,0.0432,1368277962,ORLY,11.0
4,Price (T.Rowe) Associates Inc,2078156,2020-12-30,0.0297,940511060,ORLY,7.0
5,"Akre Capital Management, LLC",1839744,2020-12-30,0.0263,832612942,ORLY,6.0
6,"Principal Financial Group, Inc.",1767238,2020-12-30,0.0253,799798901,ORLY,6.0
7,"Geode Capital Management, LLC",1342950,2020-12-30,0.0192,607778881,ORLY,5.0
8,Bank of America Corporation,1125067,2020-12-30,0.0161,509171572,ORLY,4.0
9,"D1 Capital Partners, LP",996909,2020-12-30,0.0143,451171106,ORLY,3.0
0,Blackrock Inc.,30111943,2021-06-29,0.0837,3231011483,PAYX,21.0
1,"Vanguard Group, Inc. (The)",28871326,2021-06-29,0.0802,3097893279,PAYX,20.0
2,Capital International Investors,14817219,2021-06-29,0.0412,1589887598,PAYX,10.0
3,State Street Corporation,13294298,2021-06-29,0.0369,1426478175,PAYX,9.0
4,Parnassus Investments /ca,11938526,2021-06-29,0.0332,1281003839,PAYX,8.0
5,Bank Of New York Mellon Corporation,10512838,2021-06-29,0.0292,1128027517,PAYX,7.0
6,Bank of America Corporation,9105535,2021-06-29,0.0253,977023905,PAYX,6.0
7,Wells Fargo & Company,8842141,2021-06-29,0.0246,948761729,PAYX,6.0
8,"Geode Capital Management, LLC",6643334,2021-06-29,0.018500000000000003,712829738,PAYX,4.0
9,"Select Equity Group, Inc.",5692820,2021-06-29,0.0158,610839586,PAYX,4.0
0,"Vanguard Group, Inc. (The)",27797332,2021-06-29,0.0801,2480911881,PCAR,23.0
1,Blackrock Inc.,24225302,2021-06-29,0.0698,2162108203,PCAR,20.0
2,Capital World Investors,17618004,2021-06-29,0.0507,1572406857,PCAR,14.0
3,State Street Corporation,14765337,2021-06-29,0.0425,1317806327,PCAR,12.0
4,Price (T.Rowe) Associates Inc,9300209,2021-06-29,0.0268,830043653,PCAR,7.0
5,Bank of America Corporation,7588283,2021-06-29,0.0219,677254257,PCAR,6.0
6,"Geode Capital Management, LLC",6394769,2021-06-29,0.0184,570733133,PCAR,5.0
7,Northern Trust Corporation,3716015,2021-06-29,0.010700000000000001,331654338,PCAR,3.0
8,"Principal Financial Group, Inc.",3713573,2021-06-29,0.010700000000000001,331436390,PCAR,3.0
9,"Hotchkis & Wiley Capital Management, LLC",3444665,2021-06-29,0.009899999999999999,307436351,PCAR,2.0
0,Baillie Gifford and Company,27453175,2021-06-29,0.0219,3487102288,PDD,21.0
1,Blackrock Inc.,19369909,2021-06-29,0.0155,2460365841,PDD,15.0
2,"Tiger Global Management, LLC",14053066,2021-06-29,0.011200000000000002,1785020443,PDD,10.0
3,"Vanguard Group, Inc. (The)",13367842,2021-06-29,0.010700000000000001,1697983290,PDD,10.0
4,"FMR, LLC",12390841,2021-06-29,0.009899999999999999,1573884623,PDD,9.0
5,Invesco Ltd.,11955446,2021-06-29,0.0095,1518580750,PDD,9.0
6,State Street Corporation,9059536,2021-06-29,0.0072,1150742262,PDD,7.0
7,"IDG China Venture Capital Fund IV Associates, LP",8323944,2021-06-29,0.0066,1057307366,PDD,6.0
8,"HHLR Advisors, LTD",6902129,2021-06-29,0.0055000000000000005,876708425,PDD,5.0
9,Morgan Stanley,6150653,2021-06-29,0.0049,781255944,PDD,4.0
0,"Vanguard Group, Inc. (The)",22324244,2021-06-29,0.08220000000000001,2768652740,PTON,20.0
1,Baillie Gifford and Company,20256004,2021-06-29,0.0746,2512149616,PTON,19.0
2,Blackrock Inc.,15236996,2021-06-29,0.056100000000000004,1889692243,PTON,14.0
3,Capital Research Global Investors,12496952,2021-06-29,0.046,1549871987,PTON,11.0
4,"Tiger Global Management, LLC",8826164,2021-06-29,0.0325,1094620859,PTON,8.0
5,Capital World Investors,5905680,2021-06-29,0.0218,732422433,PTON,5.0
6,"FMR, LLC",5747988,2021-06-29,0.0212,712865471,PTON,5.0
7,State Street Corporation,5616654,2021-06-29,0.0207,696577429,PTON,5.0
8,"Altimeter Capital Management, LP",5200000,2021-06-29,0.0192,644904000,PTON,4.0
9,"Coatue Management, LLC",4729785,2021-06-29,0.0174,586587935,PTON,4.0
